0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0.90177,0.99123,0.98394,0.96824,0.9243,0.96808,0.92096,0.98883,0.9612,0.97119,0.94426,0.98692,0.98954,0.88622,0.98377,0.99078,0.97895,0.98768,0.98197,0.94908,1.0,0.9436,0.97848,0.98466,0.97996,0.99308,0.98871,0.89314,0.97946,0.91328,0.94014,0.99492,0.98925,0.98249,0.9388,0.98979,0.98625,0.9875,0.98246,0.98405,0.96351,0.98797,0.98302,0.89747,0.98999,0.92819,0.9715,0.91831,0.97161,0.95563,0.97327,0.97346,0.93146,0.95967,0.98585,0.9064,0.94838,0.98216,0.85227,0.98953,0.97666,0.96058,0.9507,0.93328,0.93277,0.99639,0.95119,0.86165,0.88804,0.86819,0.98854,0.92348,0.98036,0.97983,0.89669,0.97018,0.97912,0.93674,0.96777,0.97882
0.96066,0.97224,0.92742,0.97966,0.96977,0.88397,0.95523,0.95921,0.98405,0.98233,0.98269,0.91758,0.94166,0.969,0.91781,0.9025,0.98725,0.92787,0.97054,0.98445,0.9436,1.0,0.90154,0.98218,0.9549,0.94894,0.94862,0.95093,0.98354,0.98459,0.97739,0.9654,0.97067,0.97775,0.97219,0.93631,0.92617,0.93244,0.98205,0.96954,0.88644,0.97691,0.96409,0.96283,0.97244,0.97332,0.99241,0.98642,0.93727,0.86176,0.96893,0.98837,0.98251,0.98952,0.97947,0.97823,0.99419,0.98408,0.95319,0.95463,0.90979,0.95111,0.98653,0.9939,0.98713,0.948,0.96967,0.96857,0.95968,0.96391,0.95614,0.98289,0.97646,0.93776,0.95682,0.99136,0.98361,0.99571,0.99034,0.98714
0.85,0.95849,0.99589,0.91982,0.85,0.99681,0.85,0.97525,0.90387,0.93218,0.88346,0.99688,0.99252,0.85,0.99686,0.97673,0.94011,0.99714,0.93807,0.88917,0.97848,0.90154,1.0,0.95368,0.98411,0.98578,0.98599,0.85,0.93581,0.85,0.87213,0.96476,0.96741,0.93652,0.86403,0.99356,0.9975,0.95187,0.95649,0.94261,0.99491,0.95276,0.97993,0.85,0.9524,0.85902,0.94391,0.8559,0.91031,0.98958,0.91885,0.93015,0.86789,0.91347,0.95053,0.85,0.89463,0.95699,0.85,0.98497,0.99319,0.9232,0.91618,0.88818,0.87671,0.98619,0.88713,0.85,0.85,0.85,0.98475,0.85374,0.96999,0.98776,0.85,0.93839,0.95823,0.88287,0.92257,0.95048
0.94598,0.99522,0.96772,0.98837,0.9591,0.93845,0.95536,0.98721,0.98761,0.98982,0.97989,0.96633,0.97928,0.93907,0.96504,0.95908,0.99586,0.96983,0.99097,0.97835,0.98466,0.98218,0.95368,1.0,0.97809,0.98399,0.98276,0.93891,0.99354,0.96215,0.96902,0.99353,0.99511,0.98996,0.97005,0.97639,0.96966,0.97581,0.99684,0.99283,0.93698,0.99468,0.98421,0.94698,0.99651,0.96725,0.99455,0.96527,0.96586,0.919,0.98366,0.9933,0.97216,0.98724,0.9963,0.95747,0.98317,0.99584,0.91787,0.98434,0.95734,0.97463,0.98272,0.97795,0.97629,0.98449,0.97523,0.92738,0.93706,0.92958,0.98447,0.96641,0.98963,0.96967,0.94642,0.99577,0.9955,0.97854,0.99171,0.99682
0.87222,0.97722,0.99484,0.95382,0.89352,0.97825,0.88562,0.98929,0.94633,0.95985,0.93187,0.98597,0.99298,0.87049,0.98577,0.96532,0.97373,0.9926,0.96164,0.93145,0.97996,0.9549,0.98411,0.97809,1.0,0.99324,0.98877,0.863,0.96493,0.90813,0.92317,0.9789,0.98401,0.96493,0.91023,0.99158,0.99255,0.95659,0.98306,0.96315,0.98246,0.9777,0.99837,0.88964,0.97221,0.90985,0.98141,0.91236,0.92404,0.97062,0.94356,0.96638,0.9198,0.95554,0.97828,0.89552,0.94542,0.98327,0.85,0.99587,0.98872,0.94504,0.96276,0.94496,0.93057,0.98702,0.92533,0.86212,0.87334,0.86014,0.99594,0.9094,0.99442,0.99566,0.88853,0.9733,0.98796,0.9386,0.96065,0.98128
0.88645,0.98647,0.99319,0.96699,0.91049,0.9765,0.90761,0.9952,0.95673,0.96563,0.94248,0.98943,0.99462,0.87929,0.98755,0.98145,0.97769,0.99373,0.97658,0.94104,0.99308,0.94894,0.98578,0.98399,0.99324,1.0,0.99105,0.88056,0.9739,0.91215,0.93323,0.99037,0.99245,0.97467,0.92768,0.99377,0.99301,0.97247,0.98795,0.97773,0.9772,0.98618,0.99314,0.89416,0.98275,0.91843,0.97787,0.91767,0.94993,0.96611,0.9598,0.97425,0.92579,0.96251,0.98518,0.89923,0.94905,0.98373,0.85038,0.99701,0.9896,0.95751,0.95636,0.94325,0.93306,0.99426,0.94319,0.86248,0.8874,0.86615,0.99407,0.91975,0.9897,0.99052,0.8959,0.97188,0.98641,0.93765,0.96733,0.98335
0.88042,0.97976,0.99121,0.95238,0.90947,0.97985,0.89649,0.9926,0.94818,0.97532,0.93152,0.99388,0.998,0.87335,0.99468,0.96919,0.97664,0.99222,0.96465,0.94627,0.98871,0.94862,0.98599,0.98276,0.98877,0.99105,1.0,0.87154,0.97497,0.90415,0.91716,0.98874,0.98979,0.96676,0.9174,0.9978,0.99148,0.96479,0.98387,0.96724,0.9725,0.98153,0.99008,0.88245,0.98109,0.90848,0.9765,0.91324,0.95148,0.96441,0.96539,0.96569,0.91708,0.95338,0.97938,0.89486,0.94094,0.98841,0.85,0.99544,0.98456,0.94075,0.94777,0.93577,0.92574,0.99477,0.9279,0.85803,0.87728,0.8588,0.99677,0.91251,0.99072,0.98951,0.87739,0.97373,0.98198,0.93279,0.96539,0.98028
0.99466,0.93277,0.85,0.96073,0.98403,0.85,0.98294,0.89341,0.97424,0.94259,0.97926,0.85,0.859,0.98654,0.85,0.85339,0.9434,0.85,0.95045,0.96545,0.89314,0.95093,0.85,0.93891,0.863,0.88056,0.87154,1.0,0.94845,0.97998,0.97708,0.92372,0.91864,0.94586,0.98758,0.85345,0.85,0.91128,0.93076,0.94905,0.85,0.9351,0.87907,0.98667,0.93844,0.98504,0.93304,0.97459,0.93346,0.85,0.94925,0.95335,0.98309,0.96075,0.94132,0.98701,0.97008,0.92294,0.98245,0.87639,0.85,0.94151,0.94353,0.95629,0.97872,0.88278,0.98055,0.97334,0.97168,0.98476,0.87528,0.98532,0.89715,0.85,0.97446,0.94095,0.92198,0.96909,0.96076,0.93323
0.95624,0.99024,0.95274,0.98652,0.97585,0.91904,0.96317,0.98046,0.98769,0.99645,0.97977,0.95347,0.96738,0.9521,0.9514,0.94753,0.99448,0.9565,0.98757,0.99184,0.97946,0.98354,0.93581,0.99354,0.96493,0.9739,0.97497,0.94845,1.0,0.96585,0.97374,0.99202,0.99022,0.99237,0.97806,0.96577,0.95365,0.96898,0.99173,0.98752,0.91411,0.99327,0.97271,0.94492,0.9925,0.96589,0.98929,0.97186,0.97882,0.89666,0.9941,0.99287,0.97228,0.9872,0.99256,0.96045,0.98453,0.99289,0.92671,0.97425,0.93819,0.96434,0.97074,0.97429,0.97365,0.97834,0.97907,0.93552,0.94785,0.93886,0.97528,0.97496,0.98256,0.95445,0.93894,0.99109,0.98611,0.97928,0.9962,0.99104
0.98471,0.95353,0.87539,0.97739,0.9831,0.85,0.97319,0.92423,0.987,0.95962,0.99208,0.86485,0.89471,0.98952,0.8635,0.8709,0.96998,0.87598,0.96522,0.97801,0.91328,0.98459,0.85,0.96215,0.90813,0.91215,0.90415,0.97998,0.96585,1.0,0.98932,0.94163,0.94242,0.96551,0.98889,0.88785,0.87583,0.91599,0.95883,0.95918,0.85,0.95982,0.92187,0.98279,0.95628,0.9874,0.9677,0.99326,0.93145,0.85,0.95711,0.97618,0.99154,0.98488,0.96362,0.99413,0.99169,0.95476,0.9846,0.91372,0.85845,0.94168,0.97519,0.98997,0.99191,0.90963,0.97916,0.98799,0.98489,0.98867,0.91173,0.99396,0.93802,0.89021,0.97241,0.96849,0.95776,0.99311,0.97909,0.96524
0.98367,0.97219,0.89767,0.98773,0.98085,0.85006,0.97784,0.93631,0.99101,0.96247,0.99015,0.88909,0.91239,0.98137,0.88507,0.91283,0.97497,0.9011,0.98184,0.97462,0.94014,0.97739,0.87213,0.96902,0.92317,0.93323,0.91716,0.97708,0.97374,0.98932,1.0,0.95789,0.95331,0.98399,0.9931,0.90712,0.90028,0.94774,0.96447,0.97721,0.8533,0.97238,0.9359,0.97836,0.9699,0.99,0.96915,0.98406,0.95103,0.85,0.9652,0.98343,0.99219,0.98662,0.97508,0.98519,0.99106,0.95889,0.96296,0.92871,0.87997,0.96018,0.97643,0.97805,0.98676,0.93304,0.99089,0.96814,0.9701,0.97289,0.92611,0.98793,0.94459,0.90762,0.9713,0.9689,0.96382,0.98854,0.98103,0.9704
0.92971,0.99497,0.97593,0.9809,0.95138,0.95222,0.94173,0.99323,0.9789,0.98599,0.96623,0.97733,0.98581,0.91938,0.97472,0.97539,0.99154,0.97831,0.98959,0.97189,0.99492,0.9654,0.96476,0.99353,0.9789,0.99037,0.98874,0.92372,0.99202,0.94163,0.95789,1.0,0.99603,0.98993,0.96019,0.98466,0.97693,0.98279,0.99314,0.98977,0.9467,0.99638,0.98363,0.92497,0.99596,0.94862,0.98464,0.94582,0.98028,0.93535,0.98719,0.9868,0.95308,0.97788,0.99494,0.93467,0.96942,0.99215,0.89256,0.98987,0.96794,0.96452,0.96409,0.95732,0.9558,0.99222,0.96746,0.89882,0.92268,0.90486,0.98845,0.95129,0.98679,0.97593,0.91857,0.98288,0.98722,0.95971,0.98568,0.98939
0.92315,0.99191,0.97785,0.9821,0.94593,0.9527,0.94062,0.99549,0.97628,0.98618,0.96719,0.97712,0.98744,0.91905,0.97585,0.96559,0.99034,0.98013,0.98672,0.97011,0.98925,0.97067,0.96741,0.99511,0.98401,0.99245,0.98979,0.91864,0.99022,0.94242,0.95331,0.99603,1.0,0.98468,0.95531,0.98544,0.97884,0.97284,0.99733,0.98764,0.95025,0.99356,0.98728,0.92436,0.99131,0.94572,0.98898,0.95011,0.96574,0.9338,0.98066,0.98869,0.95299,0.98091,0.99304,0.93278,0.9718,0.9938,0.89416,0.99173,0.97109,0.96682,0.96658,0.96587,0.95822,0.99003,0.9652,0.90339,0.92448,0.9072,0.98959,0.95254,0.99159,0.97674,0.92428,0.98673,0.99183,0.96288,0.9866,0.99275
0.95632,0.99579,0.95261,0.99031,0.96889,0.91977,0.9611,0.9752,0.98923,0.98402,0.97963,0.94983,0.96404,0.94951,0.94656,0.96287,0.99236,0.95695,0.99456,0.9792,0.98249,0.97775,0.93652,0.98996,0.96493,0.97467,0.96676,0.94586,0.99237,0.96551,0.98399,0.98993,0.98468,1.0,0.97875,0.96095,0.95506,0.98006,0.9869,0.99266,0.91826,0.99477,0.97381,0.94862,0.99344,0.97229,0.9857,0.96701,0.97646,0.9022,0.98589,0.99306,0.97588,0.98783,0.99382,0.95955,0.98515,0.98641,0.92057,0.97252,0.93771,0.96761,0.9758,0.96963,0.97216,0.97816,0.98282,0.93002,0.94327,0.93443,0.9713,0.97048,0.97768,0.95665,0.94273,0.98424,0.98532,0.97923,0.98952,0.98925
