genre,@3,@5,@10,@13,@15
"Folk,Dance",0.3333333333333333,0.3333333333333333,0.4083333333333333,0.45378787878787874,0.45378787878787874
"Inspirational,Mass",0.5,0.5,0.6428571428571428,0.6428571428571428,0.6428571428571428
"Mass,Inspirational",0.5,0.5,0.6428571428571428,0.6428571428571428,0.6428571428571428
Melody,0.8333333333333333,0.655,0.4843452380952381,0.4802322677322677,0.5289335664335664
"Romantic,Folk",0.5555555555555555,0.6433333333333334,0.6258730158730159,0.5443778443778444,0.5683020683020683
"Romantic,Melody",0.8888888888888888,0.8588888888888889,0.7209832451499119,0.6860003007438906,0.6646923241367687
"Romantic,Sad",1.0,0.7000000000000001,0.5255952380952381,0.5311643484720409,0.5678839018124733
"Romantic,Upbeat",0.8333333333333333,0.775,0.646626984126984,0.5785197708274631,0.6144078144078142
